Transaction [id=2, timeStamp=2021-05-04T14:07:34.695113900, currencyCode=NOK, amount=1200, mode=SELL]
Transaction [id=1061, timeStamp=2021-05-04T14:07:35.557640800, currencyCode=DKK, amount=1200, mode=BUY]
Transaction [id=1063, timeStamp=2021-05-04T14:07:35.558641400, currencyCode=RUB, amount=1050, mode=BUY]
Transaction [id=1065, timeStamp=2021-05-04T14:07:35.559641200, currencyCode=RUB, amount=250, mode=SELL]
Transaction [id=1067, timeStamp=2021-05-04T14:07:35.562642800, currencyCode=GBP, amount=1400, mode=SELL]
Transaction [id=1069, timeStamp=2021-05-04T14:07:35.564643600, currencyCode=JPY, amount=1700, mode=BUY]
Transaction [id=1072, timeStamp=2021-05-04T14:07:35.566644200, currencyCode=JPY, amount=1600, mode=SELL]
Transaction [id=1075, timeStamp=2021-05-04T14:07:35.567649300, currencyCode=USD, amount=1050, mode=SELL]
Transaction [id=1077, timeStamp=2021-05-04T14:07:35.567649300, currencyCode=GBP, amount=450, mode=SELL]
Transaction [id=1079, timeStamp=2021-05-04T14:07:35.568643200, currencyCode=USD, amount=1900, mode=SELL]
Transaction [id=1082, timeStamp=2021-05-04T14:07:35.569643, currencyCode=USD, amount=650, mode=SELL]
Transaction [id=1084, timeStamp=2021-05-04T14:07:35.571651, currencyCode=DKK, amount=850, mode=SELL]
Transaction [id=1086, timeStamp=2021-05-04T14:07:35.574643700, currencyCode=GBP, amount=650, mode=BUY]
Transaction [id=1088, timeStamp=2021-05-04T14:07:35.576643900, currencyCode=CHF, amount=1950, mode=BUY]
Transaction [id=1090, timeStamp=2021-05-04T14:07:35.577643900, currencyCode=NOK, amount=1100, mode=SELL]
Transaction [id=1092, timeStamp=2021-05-04T14:07:35.579643800, currencyCode=DKK, amount=750, mode=BUY]
Transaction [id=1094, timeStamp=2021-05-04T14:07:35.582648200, currencyCode=JPY, amount=900, mode=BUY]
Transaction [id=1096, timeStamp=2021-05-04T14:07:35.584645200, currencyCode=NOK, amount=200, mode=BUY]
Transaction [id=1098, timeStamp=2021-05-04T14:07:35.585645300, currencyCode=EUR, amount=750, mode=SELL]
Transaction [id=1100, timeStamp=2021-05-04T14:07:35.586643800, currencyCode=AUD, amount=600, mode=SELL]
Transaction [id=1102, timeStamp=2021-05-04T14:07:35.587643600, currencyCode=RUB, amount=2450, mode=BUY]
Transaction [id=1104, timeStamp=2021-05-04T14:07:35.588643800, currencyCode=JPY, amount=1300, mode=BUY]
Transaction [id=1106, timeStamp=2021-05-04T14:07:35.589643400, currencyCode=AUD, amount=1700, mode=BUY]
Transaction [id=1108, timeStamp=2021-05-04T14:07:35.590643400, currencyCode=GBP, amount=900, mode=SELL]
Transaction [id=1110, timeStamp=2021-05-04T14:07:35.590643400, currencyCode=EUR, amount=1150, mode=BUY]
Transaction [id=1112, timeStamp=2021-05-04T14:07:35.592643700, currencyCode=GBP, amount=1600, mode=BUY]
Transaction [id=1114, timeStamp=2021-05-04T14:07:35.592643700, currencyCode=USD, amount=650, mode=BUY]
Transaction [id=1116, timeStamp=2021-05-04T14:07:35.593644, currencyCode=EUR, amount=1500, mode=SELL]
Transaction [id=1118, timeStamp=2021-05-04T14:07:35.594644900, currencyCode=CNY, amount=2000, mode=BUY]
Transaction [id=1120, timeStamp=2021-05-04T14:07:35.594644900, currencyCode=RUB, amount=250, mode=SELL]
Transaction [id=1122, timeStamp=2021-05-04T14:07:35.595644500, currencyCode=CNY, amount=1700, mode=BUY]
Transaction [id=1124, timeStamp=2021-05-04T14:07:35.596643800, currencyCode=AUD, amount=2050, mode=BUY]
Transaction [id=1126, timeStamp=2021-05-04T14:07:35.597643900, currencyCode=DKK, amount=300, mode=BUY]
Transaction [id=1128, timeStamp=2021-05-04T14:07:35.598644300, currencyCode=EUR, amount=1050, mode=BUY]
Transaction [id=1130, timeStamp=2021-05-04T14:07:35.598644300, currencyCode=CHF, amount=1750, mode=BUY]
Transaction [id=1132, timeStamp=2021-05-04T14:07:35.599644100, currencyCode=CNY, amount=2150, mode=BUY]
Transaction [id=1134, timeStamp=2021-05-04T14:07:35.607646800, currencyCode=CNY, amount=900, mode=BUY]
Transaction [id=1136, timeStamp=2021-05-04T14:07:35.607646800, currencyCode=AUD, amount=1400, mode=SELL]
Transaction [id=1138, timeStamp=2021-05-04T14:07:35.608646500, currencyCode=AUD, amount=2250, mode=SELL]
Transaction [id=1140, timeStamp=2021-05-04T14:07:35.609645400, currencyCode=AUD, amount=1500, mode=BUY]
Transaction [id=1142, timeStamp=2021-05-04T14:07:35.609645400, currencyCode=GBP, amount=2050, mode=SELL]
Transaction [id=1144, timeStamp=2021-05-04T14:07:35.609645400, currencyCode=JPY, amount=1100, mode=SELL]
Transaction [id=1146, timeStamp=2021-05-04T14:07:35.610647300, currencyCode=JPY, amount=2250, mode=BUY]
Transaction [id=1148, timeStamp=2021-05-04T14:07:35.611646, currencyCode=AUD, amount=350, mode=BUY]
Transaction [id=1150, timeStamp=2021-05-04T14:07:35.612645500, currencyCode=CNY, amount=300, mode=BUY]
Transaction [id=1152, timeStamp=2021-05-04T14:07:35.613645300, currencyCode=NOK, amount=550, mode=BUY]
Transaction [id=1154, timeStamp=2021-05-04T14:07:35.614646300, currencyCode=AUD, amount=750, mode=BUY]
Transaction [id=1156, timeStamp=2021-05-04T14:07:35.614646300, currencyCode=AUD, amount=1000, mode=SELL]
Transaction [id=1158, timeStamp=2021-05-04T14:07:35.615645600, currencyCode=AUD, amount=750, mode=SELL]
Transaction [id=1160, timeStamp=2021-05-04T14:07:35.615645600, currencyCode=CNY, amount=600, mode=SELL]
Transaction [id=1162, timeStamp=2021-05-04T14:07:35.615645600, currencyCode=DKK, amount=1800, mode=SELL]
Transaction [id=1164, timeStamp=2021-05-04T14:07:35.616645900, currencyCode=EUR, amount=100, mode=BUY]
Transaction [id=1166, timeStamp=2021-05-04T14:07:35.616645900, currencyCode=RUB, amount=2150, mode=SELL]
Transaction [id=1168, timeStamp=2021-05-04T14:07:35.617644900, currencyCode=NOK, amount=2050, mode=SELL]
Transaction [id=1170, timeStamp=2021-05-04T14:07:35.617644900, currencyCode=EUR, amount=1400, mode=SELL]
Transaction [id=1172, timeStamp=2021-05-04T14:07:35.617644900, currencyCode=DKK, amount=150, mode=SELL]
Transaction [id=1174, timeStamp=2021-05-04T14:07:35.618645100, currencyCode=RUB, amount=350, mode=SELL]
Transaction [id=1176, timeStamp=2021-05-04T14:07:35.619645500, currencyCode=CNY, amount=750, mode=BUY]
Transaction [id=1178, timeStamp=2021-05-04T14:07:35.619645500, currencyCode=CNY, amount=2200, mode=BUY]
Transaction [id=1180, timeStamp=2021-05-04T14:07:35.620645400, currencyCode=DKK, amount=1300, mode=SELL]
Transaction [id=1182, timeStamp=2021-05-04T14:07:35.621645400, currencyCode=AUD, amount=2400, mode=BUY]
Transaction [id=1184, timeStamp=2021-05-04T14:07:35.621645400, currencyCode=USD, amount=1100, mode=SELL]
Transaction [id=1186, timeStamp=2021-05-04T14:07:35.621645400, currencyCode=AUD, amount=1550, mode=SELL]
Transaction [id=1188, timeStamp=2021-05-04T14:07:35.622646100, currencyCode=NOK, amount=2250, mode=BUY]
Transaction [id=1190, timeStamp=2021-05-04T14:07:35.624646400, currencyCode=AUD, amount=550, mode=BUY]
Transaction [id=1192, timeStamp=2021-05-04T14:07:35.625646900, currencyCode=DKK, amount=550, mode=BUY]
Transaction [id=1194, timeStamp=2021-05-04T14:07:35.625646900, currencyCode=USD, amount=1550, mode=SELL]
Transaction [id=1196, timeStamp=2021-05-04T14:07:35.626646100, currencyCode=DKK, amount=1800, mode=BUY]
Transaction [id=1198, timeStamp=2021-05-04T14:07:35.626646100, currencyCode=CHF, amount=1700, mode=BUY]
Transaction [id=1200, timeStamp=2021-05-04T14:07:35.627646300, currencyCode=AUD, amount=1050, mode=SELL]
Transaction [id=1202, timeStamp=2021-05-04T14:07:35.627646300, currencyCode=CNY, amount=1600, mode=SELL]
Transaction [id=1204, timeStamp=2021-05-04T14:07:35.631648600, currencyCode=CNY, amount=2200, mode=BUY]
Transaction [id=1206, timeStamp=2021-05-04T14:07:35.632647400, currencyCode=JPY, amount=450, mode=SELL]
Transaction [id=1208, timeStamp=2021-05-04T14:07:35.633648200, currencyCode=JPY, amount=400, mode=BUY]
Transaction [id=1210, timeStamp=2021-05-04T14:07:35.633648200, currencyCode=JPY, amount=200, mode=SELL]
Transaction [id=1212, timeStamp=2021-05-04T14:07:35.634647700, currencyCode=EUR, amount=150, mode=SELL]
Transaction [id=1214, timeStamp=2021-05-04T14:07:35.634647700, currencyCode=CNY, amount=150, mode=SELL]
Transaction [id=1216, timeStamp=2021-05-04T14:07:35.637650, currencyCode=USD, amount=1150, mode=BUY]
Transaction [id=1218, timeStamp=2021-05-04T14:07:35.638657700, currencyCode=NOK, amount=100, mode=SELL]
Transaction [id=1220, timeStamp=2021-05-04T14:07:35.639648700, currencyCode=NOK, amount=2050, mode=SELL]
Transaction [id=1222, timeStamp=2021-05-04T14:07:35.639648700, currencyCode=USD, amount=2450, mode=BUY]
Transaction [id=1224, timeStamp=2021-05-04T14:07:35.640647600, currencyCode=AUD, amount=1350, mode=SELL]
Transaction [id=1226, timeStamp=2021-05-04T14:07:35.640647600, currencyCode=NOK, amount=1400, mode=SELL]
Transaction [id=1228, timeStamp=2021-05-04T14:07:35.641647900, currencyCode=USD, amount=900, mode=BUY]
Transaction [id=1230, timeStamp=2021-05-04T14:07:35.642648900, currencyCode=CHF, amount=1350, mode=BUY]
Transaction [id=1234, timeStamp=2021-05-04T14:07:35.642648900, currencyCode=JPY, amount=850, mode=SELL]
Transaction [id=1236, timeStamp=2021-05-04T14:07:35.643648300, currencyCode=USD, amount=150, mode=BUY]
Transaction [id=1238, timeStamp=2021-05-04T14:07:35.644648300, currencyCode=GBP, amount=1100, mode=SELL]
Transaction [id=1240, timeStamp=2021-05-04T14:07:35.645647100, currencyCode=CHF, amount=900, mode=BUY]
Transaction [id=1242, timeStamp=2021-05-04T14:07:35.645647100, currencyCode=CHF, amount=950, mode=SELL]
Transaction [id=1244, timeStamp=2021-05-04T14:07:35.646647300, currencyCode=DKK, amount=2050, mode=BUY]
Transaction [id=1246, timeStamp=2021-05-04T14:07:35.646647300, currencyCode=JPY, amount=2000, mode=SELL]
Transaction [id=1248, timeStamp=2021-05-04T14:07:35.647647600, currencyCode=RUB, amount=900, mode=BUY]
Transaction [id=1250, timeStamp=2021-05-04T14:07:35.647647600, currencyCode=EUR, amount=200, mode=SELL]
Transaction [id=1252, timeStamp=2021-05-04T14:07:35.648648700, currencyCode=DKK, amount=850, mode=SELL]
Transaction [id=1254, timeStamp=2021-05-04T14:07:35.648648700, currencyCode=CNY, amount=1950, mode=SELL]
Transaction [id=1256, timeStamp=2021-05-04T14:07:35.649648500, currencyCode=GBP, amount=250, mode=SELL]
Transaction [id=1258, timeStamp=2021-05-04T14:07:35.649648500, currencyCode=RUB, amount=1000, mode=SELL]
Transaction [id=1260, timeStamp=2021-05-04T14:07:35.650648800, currencyCode=DKK, amount=700, mode=BUY]
Transaction [id=1262, timeStamp=2021-05-04T14:07:35.651648300, currencyCode=NOK, amount=350, mode=BUY]
Transaction [id=1264, timeStamp=2021-05-04T14:07:35.652648100, currencyCode=RUB, amount=1000, mode=BUY]
Transaction [id=1266, timeStamp=2021-05-04T14:07:35.652648100, currencyCode=EUR, amount=2250, mode=BUY]
Transaction [id=1268, timeStamp=2021-05-04T14:07:35.653648300, currencyCode=AUD, amount=1650, mode=SELL]
Transaction [id=1270, timeStamp=2021-05-04T14:07:35.654648300, currencyCode=NOK, amount=300, mode=BUY]
Transaction [id=1272, timeStamp=2021-05-04T14:07:35.657651300, currencyCode=JPY, amount=1350, mode=SELL]
Transaction [id=1274, timeStamp=2021-05-04T14:07:35.658648700, currencyCode=USD, amount=1750, mode=BUY]
Transaction [id=1276, timeStamp=2021-05-04T14:07:35.659647800, currencyCode=CHF, amount=2050, mode=BUY]
Transaction [id=1278, timeStamp=2021-05-04T14:07:35.659647800, currencyCode=USD, amount=2100, mode=SELL]
Transaction [id=1280, timeStamp=2021-05-04T14:07:35.660648100, currencyCode=AUD, amount=2400, mode=BUY]
Transaction [id=1282, timeStamp=2021-05-04T14:07:35.660648100, currencyCode=USD, amount=1050, mode=SELL]
Transaction [id=1284, timeStamp=2021-05-04T14:07:35.661648400, currencyCode=USD, amount=1450, mode=SELL]
Transaction [id=1286, timeStamp=2021-05-04T14:07:35.662649, currencyCode=EUR, amount=1950, mode=BUY]
Transaction [id=1288, timeStamp=2021-05-04T14:07:35.662649, currencyCode=RUB, amount=1050, mode=SELL]
Transaction [id=1290, timeStamp=2021-05-04T14:07:35.663650600, currencyCode=AUD, amount=550, mode=BUY]
Transaction [id=1292, timeStamp=2021-05-04T14:07:35.664649300, currencyCode=NOK, amount=1700, mode=BUY]
Transaction [id=1294, timeStamp=2021-05-04T14:07:35.664649300, currencyCode=CHF, amount=1200, mode=BUY]
Transaction [id=1298, timeStamp=2021-05-04T14:07:35.665649200, currencyCode=EUR, amount=650, mode=SELL]
Transaction [id=1300, timeStamp=2021-05-04T14:07:35.666649400, currencyCode=EUR, amount=1450, mode=SELL]
Transaction [id=1302, timeStamp=2021-05-04T14:07:35.666649400, currencyCode=GBP, amount=150, mode=BUY]
Transaction [id=1304, timeStamp=2021-05-04T14:07:35.667649100, currencyCode=DKK, amount=300, mode=SELL]
Transaction [id=1306, timeStamp=2021-05-04T14:07:35.668648600, currencyCode=CHF, amount=2100, mode=BUY]
Transaction [id=1309, timeStamp=2021-05-04T14:07:35.668648600, currencyCode=JPY, amount=1350, mode=SELL]
Transaction [id=1311, timeStamp=2021-05-04T14:07:35.668648600, currencyCode=NOK, amount=700, mode=SELL]
Transaction [id=1313, timeStamp=2021-05-04T14:07:35.670650400, currencyCode=DKK, amount=1200, mode=BUY]
Transaction [id=1315, timeStamp=2021-05-04T14:07:35.671652100, currencyCode=CNY, amount=2050, mode=BUY]
Transaction [id=1317, timeStamp=2021-05-04T14:07:35.672649700, currencyCode=CHF, amount=800, mode=SELL]
Transaction [id=1319, timeStamp=2021-05-04T14:07:35.672649700, currencyCode=NOK, amount=1400, mode=BUY]
Transaction [id=1321, timeStamp=2021-05-04T14:07:35.673649700, currencyCode=GBP, amount=600, mode=SELL]
Transaction [id=1323, timeStamp=2021-05-04T14:07:35.673649700, currencyCode=JPY, amount=800, mode=BUY]
Transaction [id=1325, timeStamp=2021-05-04T14:07:35.674651400, currencyCode=JPY, amount=1500, mode=SELL]
Transaction [id=1327, timeStamp=2021-05-04T14:07:35.674651400, currencyCode=JPY, amount=1450, mode=SELL]
Transaction [id=1329, timeStamp=2021-05-04T14:07:35.675649400, currencyCode=DKK, amount=1000, mode=BUY]
Transaction [id=1331, timeStamp=2021-05-04T14:07:35.675649400, currencyCode=RUB, amount=1700, mode=SELL]
Transaction [id=1334, timeStamp=2021-05-04T14:07:35.676649400, currencyCode=CNY, amount=1000, mode=BUY]
Transaction [id=1336, timeStamp=2021-05-04T14:07:35.677650100, currencyCode=CNY, amount=350, mode=SELL]
Transaction [id=1338, timeStamp=2021-05-04T14:07:35.682651900, currencyCode=JPY, amount=2050, mode=BUY]
Transaction [id=1340, timeStamp=2021-05-04T14:07:35.682651900, currencyCode=DKK, amount=1900, mode=SELL]
Transaction [id=1342, timeStamp=2021-05-04T14:07:35.683651600, currencyCode=JPY, amount=950, mode=BUY]
Transaction [id=1344, timeStamp=2021-05-04T14:07:35.684651600, currencyCode=USD, amount=2200, mode=BUY]
Transaction [id=1346, timeStamp=2021-05-04T14:07:35.685651400, currencyCode=JPY, amount=2050, mode=BUY]
Transaction [id=1348, timeStamp=2021-05-04T14:07:35.685651400, currencyCode=GBP, amount=1750, mode=SELL]
Transaction [id=1350, timeStamp=2021-05-04T14:07:35.686650900, currencyCode=USD, amount=1750, mode=BUY]
Transaction [id=1352, timeStamp=2021-05-04T14:07:35.686650900, currencyCode=RUB, amount=1700, mode=BUY]
Transaction [id=1354, timeStamp=2021-05-04T14:07:35.687649900, currencyCode=JPY, amount=200, mode=BUY]
Transaction [id=1356, timeStamp=2021-05-04T14:07:35.688649800, currencyCode=RUB, amount=400, mode=BUY]
Transaction [id=1358, timeStamp=2021-05-04T14:07:35.688649800, currencyCode=CHF, amount=2300, mode=BUY]
Transaction [id=1360, timeStamp=2021-05-04T14:07:35.689650500, currencyCode=USD, amount=1850, mode=BUY]
Transaction [id=1363, timeStamp=2021-05-04T14:07:35.689650500, currencyCode=NOK, amount=1900, mode=SELL]
Transaction [id=1365, timeStamp=2021-05-04T14:07:35.690650600, currencyCode=JPY, amount=1550, mode=BUY]
Transaction [id=1367, timeStamp=2021-05-04T14:07:35.690650600, currencyCode=CHF, amount=1750, mode=SELL]
Transaction [id=1369, timeStamp=2021-05-04T14:07:35.691650600, currencyCode=USD, amount=1900, mode=SELL]
Transaction [id=1371, timeStamp=2021-05-04T14:07:35.691650600, currencyCode=NOK, amount=2150, mode=SELL]
Transaction [id=1373, timeStamp=2021-05-04T14:07:35.691650600, currencyCode=AUD, amount=2150, mode=SELL]
Transaction [id=1375, timeStamp=2021-05-04T14:07:35.692650, currencyCode=AUD, amount=100, mode=BUY]
Transaction [id=1377, timeStamp=2021-05-04T14:07:35.692650, currencyCode=USD, amount=1300, mode=SELL]
Transaction [id=1379, timeStamp=2021-05-04T14:07:35.693650300, currencyCode=EUR, amount=2400, mode=SELL]
Transaction [id=1381, timeStamp=2021-05-04T14:07:35.693650300, currencyCode=CNY, amount=1700, mode=BUY]
Transaction [id=1383, timeStamp=2021-05-04T14:07:35.694651700, currencyCode=EUR, amount=750, mode=SELL]
Transaction [id=1385, timeStamp=2021-05-04T14:07:35.695651700, currencyCode=DKK, amount=1250, mode=BUY]
Transaction [id=1387, timeStamp=2021-05-04T14:07:35.695651700, currencyCode=CNY, amount=1350, mode=BUY]
Transaction [id=1389, timeStamp=2021-05-04T14:07:35.696650500, currencyCode=JPY, amount=1750, mode=SELL]
Transaction [id=1391, timeStamp=2021-05-04T14:07:35.696650500, currencyCode=CHF, amount=1900, mode=BUY]
Transaction [id=1393, timeStamp=2021-05-04T14:07:35.697651100, currencyCode=AUD, amount=400, mode=BUY]
Transaction [id=1395, timeStamp=2021-05-04T14:07:35.697651100, currencyCode=CHF, amount=1700, mode=SELL]
Transaction [id=1397, timeStamp=2021-05-04T14:07:35.698651700, currencyCode=RUB, amount=850, mode=BUY]
Transaction [id=1399, timeStamp=2021-05-04T14:07:35.699651400, currencyCode=JPY, amount=100, mode=SELL]
Transaction [id=1401, timeStamp=2021-05-04T14:07:35.699651400, currencyCode=RUB, amount=1050, mode=SELL]
Transaction [id=1403, timeStamp=2021-05-04T14:07:35.700652, currencyCode=CNY, amount=1350, mode=BUY]
Transaction [id=1405, timeStamp=2021-05-04T14:07:35.700652, currencyCode=RUB, amount=300, mode=SELL]
Transaction [id=1407, timeStamp=2021-05-04T14:07:35.705656200, currencyCode=RUB, amount=1900, mode=BUY]
Transaction [id=1409, timeStamp=2021-05-04T14:07:35.706653100, currencyCode=CHF, amount=1200, mode=BUY]
Transaction [id=1411, timeStamp=2021-05-04T14:07:35.706653100, currencyCode=EUR, amount=1550, mode=BUY]
Transaction [id=1413, timeStamp=2021-05-04T14:07:35.707652300, currencyCode=NOK, amount=2100, mode=BUY]
Transaction [id=1415, timeStamp=2021-05-04T14:07:35.708653200, currencyCode=JPY, amount=1950, mode=BUY]
Transaction [id=1417, timeStamp=2021-05-04T14:07:35.709653400, currencyCode=DKK, amount=700, mode=BUY]
Transaction [id=1419, timeStamp=2021-05-04T14:07:35.710652200, currencyCode=RUB, amount=2350, mode=BUY]
Transaction [id=1421, timeStamp=2021-05-04T14:07:35.710652200, currencyCode=RUB, amount=300, mode=SELL]
Transaction [id=1423, timeStamp=2021-05-04T14:07:35.711655, currencyCode=CNY, amount=2300, mode=BUY]
Transaction [id=1425, timeStamp=2021-05-04T14:07:35.712653300, currencyCode=USD, amount=300, mode=SELL]
Transaction [id=1427, timeStamp=2021-05-04T14:07:35.713653800, currencyCode=JPY, amount=650, mode=BUY]
Transaction [id=1430, timeStamp=2021-05-04T14:07:35.713653800, currencyCode=CHF, amount=1450, mode=SELL]
Transaction [id=1432, timeStamp=2021-05-04T14:07:35.714654200, currencyCode=RUB, amount=950, mode=SELL]
Transaction [id=1434, timeStamp=2021-05-04T14:07:35.715654900, currencyCode=JPY, amount=1150, mode=BUY]
Transaction [id=1436, timeStamp=2021-05-04T14:07:35.716656800, currencyCode=JPY, amount=2350, mode=SELL]
Transaction [id=1438, timeStamp=2021-05-04T14:07:35.717653800, currencyCode=EUR, amount=900, mode=BUY]
Transaction [id=1440, timeStamp=2021-05-04T14:07:35.717653800, currencyCode=EUR, amount=2100, mode=BUY]
Transaction [id=1442, timeStamp=2021-05-04T14:07:35.718652900, currencyCode=USD, amount=150, mode=SELL]
Transaction [id=1444, timeStamp=2021-05-04T14:07:35.718652900, currencyCode=USD, amount=1100, mode=SELL]
Transaction [id=1446, timeStamp=2021-05-04T14:07:35.718652900, currencyCode=EUR, amount=800, mode=SELL]
Transaction [id=1448, timeStamp=2021-05-04T14:07:35.719653400, currencyCode=AUD, amount=1800, mode=SELL]
Transaction [id=1450, timeStamp=2021-05-04T14:07:35.719653400, currencyCode=RUB, amount=2000, mode=BUY]
Transaction [id=1452, timeStamp=2021-05-04T14:07:35.720652900, currencyCode=CHF, amount=1300, mode=BUY]
Transaction [id=1454, timeStamp=2021-05-04T14:07:35.721652900, currencyCode=CHF, amount=1700, mode=BUY]
Transaction [id=1456, timeStamp=2021-05-04T14:07:35.721652900, currencyCode=DKK, amount=700, mode=BUY]
Transaction [id=1458, timeStamp=2021-05-04T14:07:35.721652900, currencyCode=AUD, amount=850, mode=SELL]
Transaction [id=1460, timeStamp=2021-05-04T14:07:35.722652200, currencyCode=GBP, amount=1150, mode=SELL]
Transaction [id=1462, timeStamp=2021-05-04T14:07:35.722652200, currencyCode=CNY, amount=1300, mode=SELL]
Transaction [id=1464, timeStamp=2021-05-04T14:07:35.722652200, currencyCode=DKK, amount=1400, mode=SELL]
Transaction [id=1466, timeStamp=2021-05-04T14:07:35.723652200, currencyCode=NOK, amount=1200, mode=BUY]
Transaction [id=1468, timeStamp=2021-05-04T14:07:35.723652200, currencyCode=AUD, amount=1400, mode=SELL]
Transaction [id=1470, timeStamp=2021-05-04T14:07:35.724652300, currencyCode=CNY, amount=150, mode=BUY]
Transaction [id=1472, timeStamp=2021-05-04T14:07:35.724652300, currencyCode=JPY, amount=1500, mode=BUY]
Transaction [id=1474, timeStamp=2021-05-04T14:07:35.725653200, currencyCode=USD, amount=1500, mode=SELL]
